,index,LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Value
186,186,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1997,1997,USD,US Dollar,0,Units,25259.725356
187,187,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,0,Units,26319.930249
188,188,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,0,Units,27841.629561
189,189,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,0,Units,29362.289572
190,190,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,0,Units,30231.005017
191,191,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2002,2002,USD,US Dollar,0,Units,30963.222
192,192,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2003,2003,USD,US Dollar,0,Units,32350.070889
193,193,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2004,2004,USD,US Dollar,0,Units,33925.892565
194,194,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2005,2005,USD,US Dollar,0,Units,36327.662044
195,195,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2006,2006,USD,US Dollar,0,Units,38120.176786
196,196,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2007,2007,USD,US Dollar,0,Units,39575.32496
197,197,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2008,2008,USD,US Dollar,0,Units,40376.330153
198,198,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2009,2009,USD,US Dollar,0,Units,38865.406015
199,199,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2010,2010,USD,US Dollar,0,Units,40099.497899
200,200,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2011,2011,USD,US Dollar,0,Units,41666.718842
201,201,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2012,2012,USD,US Dollar,0,Units,42290.879081
202,202,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2013,2013,USD,US Dollar,0,Units,44298.514458
203,203,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2014,2014,USD,US Dollar,0,Units,45753.782942
204,204,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2015,2015,USD,US Dollar,0,Units,44670.054383
205,205,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2016,2016,USD,US Dollar,0,Units,46472.368771
206,206,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2017,2017,USD,US Dollar,0,Units,48317.191165
207,207,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2018,2018,USD,US Dollar,0,Units,49992.811429
208,208,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2019,2019,USD,US Dollar,0,Units,49832.414551
209,209,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2020,2020,USD,US Dollar,0,Units,47226.357287
210,210,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2021,2021,USD,US Dollar,0,Units,53023.40578
211,211,CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2022,2022,USD,US Dollar,0,Units,57007.784479
212,212,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,0,Units,12689.119769
213,213,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,0,Units,11655.361277
214,214,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,0,Units,11850.102352
215,215,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,0,Units,12123.459541
216,216,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1994,1994,USD,US Dollar,0,Units,12735.739242
217,217,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1995,1995,USD,US Dollar,0,Units,13855.325054
218,218,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1996,1996,USD,US Dollar,0,Units,14689.582509
219,219,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1997,1997,USD,US Dollar,0,Units,14825.328947
220,220,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,0,Units,14977.240865
221,221,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,0,Units,15397.92278
222,222,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,0,Units,16211.043501
223,223,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,0,Units,17611.358531
224,224,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2002,2002,USD,US Dollar,0,Units,18245.669005
225,225,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2003,2003,USD,US Dollar,0,Units,19524.399629
226,226,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2004,2004,USD,US Dollar,0,Units,20912.054691
227,227,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2005,2005,USD,US Dollar,0,Units,22045.998902
228,228,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2006,2006,USD,US Dollar,0,Units,23857.51822
229,229,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2007,2007,USD,US Dollar,0,Units,26224.942164
230,230,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2008,2008,USD,US Dollar,0,Units,27853.549942
231,231,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2009,2009,USD,US Dollar,0,Units,27635.956449
232,232,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2010,2010,USD,US Dollar,0,Units,27766.983508
233,233,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2011,2011,USD,US Dollar,0,Units,28999.754779
234,234,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2012,2012,USD,US Dollar,0,Units,29258.904839
235,235,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2013,2013,USD,US Dollar,0,Units,30828.526383
236,236,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2014,2014,USD,US Dollar,0,Units,32504.217617
237,237,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2015,2015,USD,US Dollar,0,Units,33909.30928
238,238,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2016,2016,USD,US Dollar,0,Units,36101.285588
239,239,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2017,2017,USD,US Dollar,0,Units,38842.896273
240,240,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2018,2018,USD,US Dollar,0,Units,41157.370443
241,241,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2019,2019,USD,US Dollar,0,Units,44223.295778
242,242,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2020,2020,USD,US Dollar,0,Units,42817.867498
243,243,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2021,2021,USD,US Dollar,0,Units,44813.002591
244,244,CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2022,2022,USD,US Dollar,0,Units,49956.512011
245,245,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1970,1970,USD,US Dollar,0,Units,4248.521669
246,246,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1971,1971,USD,US Dollar,0,Units,4574.864598
247,247,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1972,1972,USD,US Dollar,0,Units,4931.344351
248,248,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1973,1973,USD,US Dollar,0,Units,5382.129231
249,249,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1974,1974,USD,US Dollar,0,Units,5774.16115
250,250,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1975,1975,USD,US Dollar,0,Units,6198.669565
251,251,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1976,1976,USD,US Dollar,0,Units,6909.51232
252,252,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1977,1977,USD,US Dollar,0,Units,7452.57811
253,253,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1978,1978,USD,US Dollar,0,Units,8128.810186
254,254,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1979,1979,USD,US Dollar,0,Units,9120.602384
255,255,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1980,1980,USD,US Dollar,0,Units,9884.854606
256,256,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1981,1981,USD,US Dollar,0,Units,10752.294807
257,257,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1982,1982,USD,US Dollar,0,Units,11846.504689
258,258,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1983,1983,USD,US Dollar,0,Units,12639.975362
259,259,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1984,1984,USD,US Dollar,0,Units,13649.592448
260,260,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1985,1985,USD,US Dollar,0,Units,14639.303736
261,261,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1986,1986,USD,US Dollar,0,Units,15645.101953
262,262,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,0,Units,16050.795007
263,263,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,0,Units,16604.997661
264,264,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,0,Units,17360.536633
265,265,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,0,Units,18247.650778
266,266,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,0,Units,19075.69092
267,267,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,0,Units,19826.832334
268,268,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,0,Units,20228.549817
269,269,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1994,1994,USD,US Dollar,0,Units,21691.165962
270,270,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1995,1995,USD,US Dollar,0,Units,22711.794646
271,271,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1996,1996,USD,US Dollar,0,Units,23746.219118
272,272,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1997,1997,USD,US Dollar,0,Units,24928.302744
273,273,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,0,Units,25820.590986
274,274,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,0,Units,26657.827288
275,275,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,0,Units,28672.330274
276,276,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,0,Units,29452.760687
277,277,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2002,2002,USD,US Dollar,0,Units,30639.953683
278,278,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2003,2003,USD,US Dollar,0,Units,30825.225603
279,279,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2004,2004,USD,US Dollar,0,Units,32948.166574
280,280,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2005,2005,USD,US Dollar,0,Units,34152.881712
281,281,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2006,2006,USD,US Dollar,0,Units,37333.846239
282,282,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2007,2007,USD,US Dollar,0,Units,39021.411905
283,283,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2008,2008,USD,US Dollar,0,Units,41282.995449
284,284,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2009,2009,USD,US Dollar,0,Units,40332.516567
285,285,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2010,2010,USD,US Dollar,0,Units,43006.150532
286,286,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2011,2011,USD,US Dollar,0,Units,44407.942011
287,287,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2012,2012,USD,US Dollar,0,Units,44808.549276
288,288,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2013,2013,USD,US Dollar,0,Units,46742.939604
289,289,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2014,2014,USD,US Dollar,0,Units,47905.477051
290,290,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2015,2015,USD,US Dollar,0,Units,49058.142379
291,291,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2016,2016,USD,US Dollar,0,Units,51967.020422
292,292,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2017,2017,USD,US Dollar,0,Units,55356.490026
293,293,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2018,2018,USD,US Dollar,0,Units,57479.35019
294,294,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2019,2019,USD,US Dollar,0,Units,59884.117414
295,295,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2020,2020,USD,US Dollar,0,Units,60846.803602
296,296,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2021,2021,USD,US Dollar,0,Units,64914.189614
297,297,DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2022,2022,USD,US Dollar,0,Units,74961.907382
298,298,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1970,1970,USD,US Dollar,0,Units,3383.326748
299,299,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1971,1971,USD,US Dollar,0,Units,3633.884215
300,300,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1972,1972,USD,US Dollar,0,Units,4059.571552
301,301,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1973,1973,USD,US Dollar,0,Units,4555.554222
302,302,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1974,1974,USD,US Dollar,0,Units,5098.885312
303,303,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1975,1975,USD,US Dollar,0,Units,5647.170692
304,304,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1976,1976,USD,US Dollar,0,Units,5960.383858
305,305,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1977,1977,USD,US Dollar,0,Units,6328.210977
306,306,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1978,1978,USD,US Dollar,0,Units,6951.138979
307,307,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1979,1979,USD,US Dollar,0,Units,8043.324239
308,308,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1980,1980,USD,US Dollar,0,Units,9213.877184
309,309,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1981,1981,USD,US Dollar,0,Units,10174.782083
310,310,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1982,1982,USD,US Dollar,0,Units,11077.108703
311,311,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1983,1983,USD,US Dollar,0,Units,11799.079863
312,312,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1984,1984,USD,US Dollar,0,Units,12553.339957
313,313,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1985,1985,USD,US Dollar,0,Units,13354.122435
314,314,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1986,1986,USD,US Dollar,0,Units,13952.922817
315,315,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,0,Units,14767.342917
316,316,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,0,Units,16039.032245
317,317,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,0,Units,17452.577754
318,318,FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,0,Units,18146.826167
